...1,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,log10_padj,sig,bigfc
ENSG00000004848,23.6861977376061,-7.50118346814334,1.56737388696644,-4.78582904214478,1.70282958628267e-6,0.0128695634570612,ARX,1.8904361843625028,TRUE,TRUE
ENSG00000078114,715.518397863325,-3.70960525483442,0.841943022908868,-4.40600510236183,1.05294483764114e-5,0.0477721072837787,NEBL,1.3208256010542696,TRUE,TRUE
ENSG00000131711,502.409789292953,2.86014455771127,0.624110090820492,4.5827564716205,4.58886352906657e-6,0.0242896194699375,MAP1B,1.6145792889577704,TRUE,TRUE
ENSG00000157514,2618.45835577954,-3.05201250198231,0.311986386168868,-9.78251820363198,1.33838391369243e-22,4.2505734714958e-18,TSC22D3,17.371552472607434,TRUE,TRUE
ENSG00000168743,334.874040595799,6.23170653372068,1.30369230419697,4.78004396716848,1.75256863078007e-6,0.0128695634570612,NPNT,1.8904361843625028,TRUE,TRUE
